response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0753,0.0000,0.0000,0.0000,0.0752,0.0001,200,23.0215
0.0708,0.0000,0.0000,0.0000,0.0707,0.0000,200,23.0968
0.0675,0.0000,0.0000,0.0000,0.0674,0.0000,200,23.1676
0.0675,0.0000,0.0000,0.0000,0.0674,0.0001,200,23.2351
0.0701,0.0000,0.0000,0.0000,0.0700,0.0001,200,23.3025
0.0654,0.0000,0.0000,0.0000,0.0653,0.0000,200,23.3726
0.0647,0.0000,0.0000,0.0000,0.0646,0.0001,200,23.4380
0.0642,0.0000,0.0000,0.0000,0.0641,0.0000,200,23.5027
0.0641,0.0000,0.0000,0.0000,0.0640,0.0000,200,23.5669
0.0656,0.0000,0.0000,0.0000,0.0655,0.0001,200,23.6310
0.0651,0.0000,0.0000,0.0000,0.0650,0.0000,200,23.6966
0.0656,0.0000,0.0000,0.0000,0.0656,0.0000,200,23.7616
0.0716,0.0000,0.0000,0.0000,0.0716,0.0000,200,23.8273
0.0646,0.0000,0.0000,0.0000,0.0645,0.0001,200,23.8989
0.0643,0.0000,0.0000,0.0000,0.0642,0.0000,200,23.9635
0.0715,0.0000,0.0000,0.0000,0.0714,0.0000,200,24.0278
0.0647,0.0000,0.0000,0.0000,0.0646,0.0000,200,24.0993
0.0641,0.0000,0.0000,0.0000,0.0641,0.0000,200,24.1640
0.0668,0.0000,0.0000,0.0000,0.0667,0.0000,200,24.2281
0.0655,0.0000,0.0000,0.0000,0.0654,0.0001,200,24.2949
0.0703,0.0000,0.0000,0.0000,0.0702,0.0000,200,24.3604
0.0640,0.0000,0.0000,0.0000,0.0639,0.0001,200,24.4307
0.0687,0.0000,0.0000,0.0000,0.0686,0.0000,200,24.4947
0.0679,0.0000,0.0000,0.0000,0.0679,0.0001,200,24.5634
0.0684,0.0000,0.0000,0.0000,0.0683,0.0000,200,24.6313
0.0688,0.0000,0.0000,0.0000,0.0687,0.0000,200,24.6997
0.0642,0.0000,0.0000,0.0000,0.0641,0.0001,200,24.7685
0.0691,0.0000,0.0000,0.0000,0.0690,0.0001,200,24.8327
0.0716,0.0000,0.0000,0.0000,0.0715,0.0000,200,24.9018
0.0669,0.0000,0.0000,0.0000,0.0669,0.0000,200,24.9734
0.0738,0.0000,0.0000,0.0000,0.0737,0.0000,200,25.0404
0.0667,0.0000,0.0000,0.0000,0.0666,0.0001,200,25.1141
0.0658,0.0000,0.0000,0.0000,0.0657,0.0001,200,25.1808
0.0676,0.0000,0.0000,0.0000,0.0675,0.0000,200,25.2466
0.0692,0.0000,0.0000,0.0000,0.0691,0.0000,200,25.3142
0.0661,0.0000,0.0000,0.0000,0.0661,0.0000,200,25.3834
